;Learning_rate;Momentum;Number_of_hidden_layers;Number_of_nodes_per_layer;Time;training_accuracies;training_losses;test_loss;test_acc;max_acc
13;0.1;0.2;3;[32, 64, 64, 10];21.52510643005371;[0.8989666700363159, 0.951033353805542, 0.9616833329200745, 0.9673833250999451];[0.32438817620277405, 0.15813393890857697, 0.12580245733261108, 0.10456062853336334];0.12610813975334167;0.9617000222206116;0.9670000076293945
14;0.1;0.5;3;[16, 64, 32, 10];17.12106728553772;[0.8874666690826416, 0.9398499727249146, 0.9485999941825867, 0.9545999765396118];[0.3639149069786072, 0.20241129398345947, 0.1723850965499878, 0.15252187848091125];0.18979959189891815;0.9444000124931335;0.9670000076293945
15;1.0;0.1;3;[32, 32, 64, 10];21.873728275299072;[0.18219999969005585, 0.10899999737739563, 0.10476666688919067, 0.10378333181142807];[2.039372682571411, 2.297969341278076, 2.309086799621582, 2.309631824493408];2.3069846630096436;0.10279999673366547;0.9670000076293945
16;1.0;0.3;3;[32, 64, 16, 10];20.356974840164185;[0.11038333177566528, 0.10409999638795853, 0.1057666689157486, 0.10343333333730698];[2.3049685955047607, 2.312018632888794, 2.3108620643615723, 2.311460256576538];2.3036487102508545;0.10100000351667404;0.9670000076293945
17;0.001;0.8;3;[16, 16, 32, 10];17.777358293533325;[0.5200999975204468, 0.8357333540916443, 0.8853833079338074, 0.8995166420936584];[1.4333698749542236, 0.5528824329376221, 0.39686650037765503, 0.3479369580745697];0.3253670930862427;0.9025999903678894;0.9670000076293945
18;1.0;0.9;3;[32, 32, 16, 10];20.28449559211731;[0.10008333623409271, 0.1005999967455864, 0.10050000250339508, 0.09929999709129333];[2.374631881713867, 2.3755674362182617, 2.3751864433288574, 2.3782455921173096];2.3807616233825684;0.10100000351667404;0.9670000076293945
19;0.001;0.9;3;[16, 64, 64, 10];17.90648603439331;[0.7035499811172485, 0.894349992275238, 0.9094833135604858, 0.9192000031471252];[0.9414854049682617, 0.3613804876804352, 0.309994101524353, 0.2751610279083252];0.2546612620353699;0.9254999756813049;0.9670000076293945
20;0.0001;0.7;3;[32, 32, 16, 10];20.876970291137695;[0.14090000092983246, 0.20524999499320984, 0.2497333288192749, 0.2830333411693573];[2.284635305404663, 2.2049038410186768, 2.1161859035491943, 2.0132596492767334];1.953204870223999;0.2944999933242798;0.9670000076293945
21;0.1;0.1;3;[32, 16, 32, 10];20.62250781059265;[0.8941500186920166, 0.947783350944519, 0.9576666951179504, 0.9625666737556458];[0.3446524441242218, 0.17301960289478302, 0.14000533521175385, 0.12404787540435791];0.12709766626358032;0.9624000191688538;0.9670000076293945
22;0.001;0.0;3;[16, 64, 64, 10];17.194588899612427;[0.14813333749771118, 0.3726166784763336, 0.6198999881744385, 0.7664166688919067];[2.2694523334503174, 2.0805747509002686, 1.5093785524368286, 0.8959717154502869];0.7119706273078918;0.8101999759674072;0.9670000076293945
23;0.1;0.5;3;[16, 64, 64, 10];17.573877811431885;[0.8902666568756104, 0.9383500218391418, 0.9477999806404114, 0.9528833627700806];[0.351531445980072, 0.2029636651277542, 0.17418257892131805, 0.1556778848171234];0.18020093441009521;0.9460999965667725;0.9670000076293945
24;0.01;0.7;3;[64, 16, 32, 10];23.09362006187439;[0.8504666686058044, 0.941016674041748, 0.9559333324432373, 0.9630833268165588];[0.4943787157535553, 0.1996292620897293, 0.14925546944141388, 0.12284958362579346];0.1149168461561203;0.9645000100135803;0.9670000076293945
25;0.1;0.3;3;[32, 32, 32, 10];20.86462092399597;[0.8986499905586243, 0.9511666893959045, 0.9599166512489319, 0.9641500115394592];[0.32538631558418274, 0.16247600317001343, 0.13403356075286865, 0.11736039817333221];0.15052664279937744;0.955299973487854;0.9670000076293945
26;0.001;0.0;3;[64, 32, 64, 10];23.01597023010254;[0.304583340883255, 0.5552666783332825, 0.7426166534423828, 0.8140833377838135];[2.197848081588745, 1.669277548789978, 0.9856386184692383, 0.6689510941505432];0.5691975951194763;0.8389000296592712;0.9670000076293945
27;0.1;0.0;3;[64, 64, 64, 10];22.779616832733154;[0.9050833582878113, 0.9595000147819519, 0.9704499840736389, 0.975433349609375];[0.3111233711242676, 0.1299283653497696, 0.09549812227487564, 0.07809063047170639];0.09090226143598557;0.9728999733924866;0.9728999733924866
28;0.1;0.2;3;[32, 64, 64, 10];20.915549755096436;[0.9014833569526672, 0.9524833559989929, 0.9617000222206116, 0.9678333401679993];[0.31733137369155884, 0.15591256320476532, 0.12445331364870071, 0.1044534370303154];0.10063405334949493;0.9699000120162964;0.9728999733924866
29;0.1;0.1;3;[32, 32, 64, 10];30.249202013015747;[0.8933666944503784, 0.9512166380882263, 0.960433304309845, 0.9659333229064941];[0.3452937602996826, 0.15990827977657318, 0.12932389974594116, 0.11053325235843658];0.11235787719488144;0.9661999940872192;0.9728999733924866
30;0.01;0.8;3;[32, 16, 64, 10];25.640671730041504;[0.8644166588783264, 0.9435166716575623, 0.9552000164985657, 0.9615333080291748];[0.44030311703681946, 0.19068597257137299, 0.1492462307214737, 0.1276136189699173];0.12581266462802887;0.9617999792098999;0.9728999733924866
31;1.0;0.7;3;[32, 32, 16, 10];24.840765237808228;[0.10351666808128357, 0.10100000351667404, 0.10320000350475311, 0.10083333402872086];[2.32556414604187, 2.3256418704986572, 2.3244903087615967, 2.3256242275238037];2.336440324783325;0.10090000182390213;0.9728999733924866
32;1.0;0.5;3;[32, 64, 32, 10];25.46105170249939;[0.10360000282526016, 0.10243333131074905, 0.10233332961797714, 0.10154999792575836];[2.321259021759033, 2.316124677658081, 2.3158254623413086, 2.316058874130249];2.3114631175994873;0.10320000350475311;0.9728999733924866
33;0.1;0.2;3;[32, 64, 64, 10];26.03211545944214;[0.9014833569526672, 0.9526166915893555, 0.9628000259399414, 0.9682999849319458];[0.3194655179977417, 0.15482006967067719, 0.12100998312234879, 0.10265722870826721];0.12887340784072876;0.9614999890327454;0.9728999733924866
34;0.01;0.9;3;[32, 16, 64, 10];25.702017307281494;[0.8847166895866394, 0.9495833516120911, 0.9599666595458984, 0.9651333093643188];[0.365371972322464, 0.16569235920906067, 0.1324656456708908, 0.11461363732814789];0.1317320615053177;0.9606999754905701;0.9728999733924866
35;1.0;0.0;3;[64, 16, 64, 10];28.384539365768433;[0.10533333569765091, 0.10376666486263275, 0.10453333705663681, 0.10473333299160004];[2.309772253036499, 2.3090550899505615, 2.308527708053589, 2.3089356422424316];2.3093676567077637;0.11349999904632568;0.9728999733924866
36;0.1;0.2;3;[64, 32, 64, 10];28.871355533599854;[0.9056333303451538, 0.9590833187103271, 0.9696000218391418, 0.9746166467666626];[0.3048882484436035, 0.1345188170671463, 0.10052596777677536, 0.08189711719751358];0.09394948184490204;0.9711999893188477;0.9728999733924866
37;1.0;0.2;3;[16, 64, 32, 10];21.02469491958618;[0.17158333957195282, 0.10458333045244217, 0.10334999859333038, 0.10156666487455368];[2.1228318214416504, 2.310436487197876, 2.3106489181518555, 2.31072998046875];2.3091657161712646;0.10090000182390213;0.9728999733924866
38;0.1;0.6;3;[64, 32, 32, 10];28.19428849220276;[0.9101166725158691, 0.9567499756813049, 0.9675833582878113, 0.9718166589736938];[0.2914283871650696, 0.1446875035762787, 0.11217107623815536, 0.09283556044101715];0.14377665519714355;0.9624999761581421;0.9728999733924866
39;1.0;0.0;3;[16, 64, 32, 10];22.0215060710907;[0.10561666637659073, 0.10463333129882812, 0.1036333367228508, 0.10358333587646484];[2.3116273880004883, 2.3084142208099365, 2.308347702026367, 2.3088159561157227];2.3061678409576416;0.11349999904632568;0.9728999733924866
40;0.01;0.3;3;[64, 16, 64, 10];29.60936403274536;[0.7764833569526672, 0.9205333590507507, 0.9396833181381226, 0.9508833289146423];[0.7274960279464722, 0.2726162374019623, 0.20770017802715302, 0.17124703526496887];0.15806323289871216;0.9537000060081482;0.9728999733924866
41;0.001;0.2;3;[32, 64, 16, 10];22.33910894393921;[0.26774999499320984, 0.4101000130176544, 0.6354333162307739, 0.7766500115394592];[2.114903688430786, 1.711191177368164, 1.1756218671798706, 0.8013275265693665];0.6773583889007568;0.8119999766349792;0.9728999733924866
42;0.1;0.8;3;[16, 16, 64, 10];18.31690502166748;[0.8777333498001099, 0.925266683101654, 0.9335500001907349, 0.9374666810035706];[0.4168654978275299, 0.2722093164920807, 0.24375306069850922, 0.23864950239658356];0.23207612335681915;0.9370999932289124;0.9728999733924866
43;0.01;0.2;3;[64, 32, 32, 10];25.034713983535767;[0.7912999987602234, 0.9222833514213562, 0.9388166666030884, 0.9482333064079285];[0.6992836594581604, 0.27012455463409424, 0.21064643561840057, 0.17759184539318085];0.16300825774669647;0.95169997215271;0.9728999733924866
44;0.01;0.6;3;[64, 16, 16, 10];25.39082932472229;[0.8140666484832764, 0.935366690158844, 0.9523500204086304, 0.9611499905586243];[0.5934285521507263, 0.22127115726470947, 0.1611599624156952, 0.12969185411930084];0.1267508566379547;0.9624000191688538;0.9728999733924866
45;0.01;0.2;3;[64, 16, 64, 10];25.519623517990112;[0.7515833377838135, 0.9142833352088928, 0.9351000189781189, 0.9461833238601685];[0.8332580327987671, 0.29266899824142456, 0.22131334245204926, 0.18062391877174377];0.16159352660179138;0.9502999782562256;0.9728999733924866
46;1.0;0.5;3;[64, 16, 16, 10];25.54644751548767;[0.10358333587646484, 0.10303333401679993, 0.10278332978487015, 0.10284999758005142];[2.3183505535125732, 2.31603741645813, 2.315239906311035, 2.315521001815796];2.3067338466644287;0.0957999974489212;0.9728999733924866
47;0.1;0.8;3;[32, 16, 32, 10];22.630536794662476;[0.8807500004768372, 0.9324666857719421, 0.9401833415031433, 0.9469666481018066];[0.4031195640563965, 0.24284152686595917, 0.21781937777996063, 0.19699998199939728];0.2347998470067978;0.9383000135421753;0.9728999733924866
48;0.1;0.3;3;[32, 64, 16, 10];21.846609354019165;[0.9006666541099548, 0.9514999985694885, 0.9610666632652283, 0.9662500023841858];[0.31856173276901245, 0.15814021229743958, 0.12812887132167816, 0.1106615960597992];0.10608026385307312;0.9682000279426575;0.9728999733924866
49;1.0;0.3;3;[16, 16, 16, 10];18.563633680343628;[0.10353333503007889, 0.1037166640162468, 0.1017666682600975, 0.10360000282526016];[2.3195741176605225, 2.3119900226593018, 2.311983585357666, 2.312069892883301];2.309595823287964;0.09740000218153;0.9728999733924866
50;0.1;0.6;3;[32, 32, 32, 10];22.462329387664795;[0.901366651058197, 0.9488499760627747, 0.9575666785240173, 0.9650499820709229];[0.32308143377304077, 0.17305739223957062, 0.1409764289855957, 0.11883025616407394];0.16270139813423157;0.953499972820282;0.9728999733924866
51;0.0001;0.3;3;[64, 64, 64, 10];25.877987146377563;[0.09698333591222763, 0.1530333310365677, 0.21628333628177643, 0.2700999975204468];[2.306854486465454, 2.2715837955474854, 2.2337937355041504, 2.189361095428467];2.1568143367767334;0.29899999499320984;0.9728999733924866
52;0.0001;0.8;3;[64, 32, 64, 10];25.533283948898315;[0.12418333441019058, 0.33871665596961975, 0.5709333419799805, 0.6988833546638489];[2.2830233573913574, 2.15096378326416, 1.8227657079696655, 1.3151603937149048];1.0679305791854858;0.741100013256073;0.9728999733924866
53;0.1;0.5;3;[64, 32, 16, 10];25.318530797958374;[0.9072166681289673, 0.9592166543006897, 0.9682999849319458, 0.9744666814804077];[0.30106887221336365, 0.1356278508901596, 0.10471835732460022, 0.08494962006807327];0.1019221767783165;0.970300018787384;0.9728999733924866
54;1.0;0.2;3;[16, 32, 16, 10];18.141673803329468;[0.10423333197832108, 0.10511666536331177, 0.1013166680932045, 0.10450000315904617];[2.316718578338623, 2.309938907623291, 2.310242176055908, 2.3103044033050537];2.305323600769043;0.10279999673366547;0.9728999733924866
55;0.1;0.9;3;[32, 32, 16, 10];22.172873497009277;[0.8627166748046875, 0.9099833369255066, 0.9249666929244995, 0.9258666634559631];[0.5159501433372498, 0.38027122616767883, 0.3241576850414276, 0.3191077411174774];0.5015746355056763;0.8880000114440918;0.9728999733924866
56;0.01;0.5;3;[64, 32, 32, 10];25.837124824523926;[0.850766658782959, 0.9321500062942505, 0.9488999843597412, 0.9584833383560181];[0.5204252004623413, 0.23380598425865173, 0.17446494102478027, 0.1426360011100769];0.13521257042884827;0.9577000141143799;0.9728999733924866
57;0.0001;0.6;3;[64, 64, 32, 10];25.45089077949524;[0.13628333806991577, 0.23303332924842834, 0.3562000095844269, 0.46345001459121704];[2.267775058746338, 2.156951904296875, 2.0317060947418213, 1.8729214668273926];1.7750463485717773;0.5077999830245972;0.9728999733924866
58;0.01;0.9;3;[32, 32, 32, 10];21.687162399291992;[0.8903166651725769, 0.9491166472434998, 0.9597499966621399, 0.9643499851226807];[0.3620782494544983, 0.1690988838672638, 0.13365299999713898, 0.11599700152873993];0.11855495721101761;0.9642999768257141;0.9728999733924866
59;1.0;0.6;3;[16, 64, 64, 10];19.180222749710083;[0.10133333504199982, 0.10384999960660934, 0.09966666996479034, 0.10414999723434448];[2.3190560340881348, 2.319434642791748, 2.320679187774658, 2.319020986557007];2.32596492767334;0.0957999974489212;0.9728999733924866
60;1.0;0.7;3;[32, 32, 64, 10];22.805795669555664;[0.10003333538770676, 0.10226666927337646, 0.10091666877269745, 0.10233332961797714];[2.329758882522583, 2.3246686458587646, 2.3266654014587402, 2.3257226943969727];2.3133997917175293;0.09799999743700027;0.9728999733924866
61;1.0;0.9;3;[16, 16, 16, 10];18.23992156982422;[0.10198333114385605, 0.10121666640043259, 0.10178333520889282, 0.10053333640098572];[2.379972457885742, 2.372019052505493, 2.376122236251831, 2.3806679248809814];2.3397417068481445;0.10100000351667404;0.9728999733924866
62;0.0001;0.1;3;[32, 16, 32, 10];22.50018048286438;[0.12250000238418579, 0.17453333735466003, 0.20991666615009308, 0.2371000051498413];[2.3069400787353516, 2.276040554046631, 2.2478573322296143, 2.2179083824157715];2.1991257667541504;0.24609999358654022;0.9728999733924866
63;0.1;0.9;3;[16, 64, 32, 10];18.510217428207397;[0.8442666530609131, 0.8966333270072937, 0.8414833545684814, 0.6083833575248718];[0.5792667269706726, 0.42597225308418274, 0.5606746673583984, 1.1365071535110474];1.7398889064788818;0.298799991607666;0.9728999733924866
64;1.0;0.0;3;[16, 16, 32, 10];18.12838125228882;[0.10869999974966049, 0.10254999995231628, 0.1054166629910469, 0.10353333503007889];[2.3067502975463867, 2.3082189559936523, 2.3084685802459717, 2.3088607788085938];2.308234930038452;0.11349999904632568;0.9728999733924866
65;0.0001;0.3;3;[64, 64, 32, 10];25.57918667793274;[0.09181666374206543, 0.14626666903495789, 0.23671667277812958, 0.3423500061035156];[2.302065372467041, 2.234461545944214, 2.174398422241211, 2.1067283153533936];2.063971519470215;0.3926999866962433;0.9728999733924866
66;0.1;0.7;3;[32, 32, 16, 10];22.59569549560547;[0.8947166800498962, 0.945983350276947, 0.9550333619117737, 0.9603833556175232];[0.3480840027332306, 0.18828009068965912, 0.1589379757642746, 0.13991597294807434];0.1468629539012909;0.9621999859809875;0.9728999733924866
67;0.001;0.6;3;[64, 64, 32, 10];24.41602373123169;[0.5826666951179504, 0.8642333149909973, 0.8906833529472351, 0.9025166630744934];[1.4530377388000488, 0.5028712749481201, 0.38532835245132446, 0.3407764732837677];0.31376293301582336;0.9110000133514404;0.9728999733924866
68;0.1;0.1;3;[64, 32, 16, 10];24.156588792800903;[0.8948333263397217, 0.9572166800498962, 0.9670833349227905, 0.9736999869346619];[0.3377542197704315, 0.14135536551475525, 0.1048939973115921, 0.08499470353126526];0.10164181888103485;0.9690999984741211;0.9728999733924866
69;0.1;0.9;3;[32, 64, 32, 10];23.561017513275146;[0.8580499887466431, 0.9046000242233276, 0.9181833267211914, 0.9251833558082581];[0.5278352499008179, 0.39698654413223267, 0.3469735383987427, 0.3135891854763031];0.3099173307418823;0.9301000237464905;0.9728999733924866
70;1.0;0.6;3;[32, 32, 32, 10];22.76969885826111;[0.10366666316986084, 0.1040833368897438, 0.10296666622161865, 0.10333333164453506];[2.3206348419189453, 2.3186051845550537, 2.3191959857940674, 2.3185956478118896];2.310922384262085;0.11349999904632568;0.9728999733924866
71;0.01;0.7;3;[64, 64, 64, 10];26.60521173477173;[0.8751833438873291, 0.9463666677474976, 0.9613333344459534, 0.9681500196456909];[0.42769280076026917, 0.1818164885044098, 0.1324899047613144, 0.1075940728187561];0.10109725594520569;0.9666000008583069;0.9728999733924866
72;0.01;0.3;3;[64, 32, 32, 10];25.61982274055481;[0.809333324432373, 0.9214000105857849, 0.9382333159446716, 0.9493499994277954];[0.6606510281562805, 0.2710474133491516, 0.20960022509098053, 0.1719534695148468];0.15536949038505554;0.95169997215271;0.9728999733924866
73;0.01;0.3;3;[32, 16, 32, 10];22.160725831985474;[0.7692833542823792, 0.9137833118438721, 0.930400013923645, 0.941516637802124];[0.7481653094291687, 0.3011837303638458, 0.24000051617622375, 0.20304441452026367];0.18443769216537476;0.9463000297546387;0.9728999733924866
74;1.0;0.6;3;[32, 32, 64, 10];22.672648906707764;[0.10459999740123749, 0.10236666351556778, 0.10266666859388351, 0.10463333129882812];[2.4298510551452637, 2.319178819656372, 2.31919264793396, 2.318765640258789];2.325106143951416;0.0957999974489212;0.9728999733924866
75;0.0001;0.8;3;[16, 64, 16, 10];17.89144468307495;[0.12620000541210175, 0.2661333382129669, 0.32875001430511475, 0.37709999084472656];[2.2942633628845215, 2.2424323558807373, 2.130481481552124, 1.9311962127685547];1.79911470413208;0.4228000044822693;0.9728999733924866
76;0.0001;0.3;3;[32, 64, 16, 10];22.106878757476807;[0.09099999815225601, 0.11840000003576279, 0.14578333497047424, 0.17888332903385162];[2.30153226852417, 2.275442600250244, 2.2532715797424316, 2.230168581008911];2.217041492462158;0.20990000665187836;0.9728999733924866
77;0.001;0.5;3;[16, 32, 16, 10];17.607035160064697;[0.256933331489563, 0.5827833414077759, 0.7859166860580444, 0.8459333181381226];[2.12503981590271, 1.3866422176361084, 0.7773030400276184, 0.5407612919807434];0.4770309031009674;0.863099992275238;0.9728999733924866
78;0.001;0.4;3;[64, 32, 16, 10];23.96431040763855;[0.4066999852657318, 0.7508666515350342, 0.8442166447639465, 0.8739166855812073];[1.9065276384353638, 0.9350340366363525, 0.5726162791252136, 0.4512227773666382];0.4079155921936035;0.8859000205993652;0.9728999733924866
79;0.1;0.8;3;[64, 32, 32, 10];25.65329623222351;[0.9071666598320007, 0.9541166424751282, 0.9613000154495239, 0.9665499925613403];[0.3121952414512634, 0.1687365174293518, 0.13998904824256897, 0.11991981416940689];0.12348773330450058;0.9670000076293945;0.9728999733924866
80;0.01;0.1;3;[16, 32, 16, 10];17.970030307769775;[0.6872000098228455, 0.883983314037323, 0.9081666469573975, 0.9207666516304016];[1.003479242324829, 0.3931295871734619, 0.3156571686267853, 0.2728942930698395];0.2484060823917389;0.9301000237464905;0.9728999733924866
81;1.0;0.2;3;[32, 64, 64, 10];22.484277725219727;[0.2097499966621399, 0.10313333570957184, 0.1037166640162468, 0.10305000096559525];[2.0392377376556396, 2.3107662200927734, 2.309978723526001, 2.310368061065674];2.304072380065918;0.11349999904632568;0.9728999733924866
82;1.0;0.2;3;[64, 64, 64, 10];47.13033628463745;[0.23401667177677155, 0.171916663646698, 0.10548333078622818, 0.10421666502952576];[1.918463945388794, 2.0351333618164062, 2.3101444244384766, 2.309962272644043];2.31054949760437;0.10320000350475311;0.9728999733924866
83;0.0001;0.1;3;[32, 32, 64, 10];43.626636028289795;[0.09913333505392075, 0.11501666903495789, 0.14331667125225067, 0.1862500011920929];[2.2996437549591064, 2.2796471118927, 2.260528326034546, 2.2385122776031494];2.2251482009887695;0.20890000462532043;0.9728999733924866
84;0.001;0.8;3;[64, 64, 64, 10];49.87741541862488;[0.6963499784469604, 0.8924166560173035, 0.911466658115387, 0.9226666688919067];[1.0147666931152344, 0.3786250948905945, 0.3054008185863495, 0.2662571370601654];0.2431037425994873;0.9291999936103821;0.9728999733924866
85;0.0001;0.4;3;[32, 32, 64, 10];42.9956910610199;[0.07373332977294922, 0.13741666078567505, 0.22028332948684692, 0.2876833379268646];[2.299968957901001, 2.264787197113037, 2.2280073165893555, 2.181976318359375];2.1535542011260986;0.31119999289512634;0.9728999733924866
86;0.1;0.1;3;[16, 32, 64, 10];35.4896125793457;[0.8803499937057495, 0.939383327960968, 0.9498833417892456, 0.9549000263214111];[0.38608089089393616, 0.19901831448078156, 0.16620409488677979, 0.1475697010755539];0.15011753141880035;0.953000009059906;0.9728999733924866
87;0.001;0.5;3;[64, 16, 32, 10];47.35199999809265;[0.3443833291530609, 0.7386833429336548, 0.8468166589736938, 0.8750333189964294];[1.9565516710281372, 0.9406717419624329, 0.531195342540741, 0.4319334626197815];0.3905806839466095;0.8830999732017517;0.9728999733924866
88;0.01;0.2;3;[64, 32, 64, 10];47.49230432510376;[0.7991333603858948, 0.9197666645050049, 0.9381166696548462, 0.9483000040054321];[0.6796769499778748, 0.27681872248649597, 0.21649309992790222, 0.17800791561603546];0.16433630883693695;0.9508000016212463;0.9728999733924866
89;0.001;0.9;3;[64, 32, 16, 10];52.59956979751587;[0.776283323764801, 0.9112833142280579, 0.9287166595458984, 0.9405166506767273];[0.7675905823707581, 0.3133235275745392, 0.24880453944206238, 0.2068614512681961];0.20183277130126953;0.9416999816894531;0.9728999733924866
90;0.001;0.4;3;[16, 16, 32, 10];35.71274518966675;[0.28938332200050354, 0.6090333461761475, 0.7635666728019714, 0.8228499889373779];[2.1126067638397217, 1.338766098022461, 0.7716799378395081, 0.5878673791885376];0.5206170678138733;0.8389000296592712;0.9728999733924866
91;0.01;0.4;3;[16, 64, 64, 10];36.84002637863159;[0.7505166530609131, 0.9099666476249695, 0.9284833073616028, 0.9383999705314636];[0.8191216588020325, 0.30687808990478516, 0.24460652470588684, 0.21127749979496002];0.20090839266777039;0.9394000172615051;0.9728999733924866
92;0.0001;0.0;3;[32, 32, 32, 10];43.633999824523926;[0.21851666271686554, 0.27096667885780334, 0.3119666576385498, 0.33561667799949646];[2.266096830368042, 2.2319118976593018, 2.1973748207092285, 2.160233497619629];2.1393275260925293;0.3472999930381775;0.9728999733924866
93;0.1;0.7;3;[64, 64, 64, 10];52.007506370544434;[0.9144833087921143, 0.9581999778747559, 0.9674333333969116, 0.9726166725158691];[0.27998846769332886, 0.1403152495622635, 0.11148646473884583, 0.09352342039346695];0.11062559485435486;0.9684000015258789;0.9728999733924866
94;0.001;0.6;3;[32, 16, 64, 10];44.06243300437927;[0.4580000042915344, 0.7761333584785461, 0.8555333614349365, 0.8791333436965942];[1.806586742401123, 0.7504143118858337, 0.4901092052459717, 0.4129226505756378];0.37231379747390747;0.8881999850273132;0.9728999733924866
95;0.0001;0.5;3;[16, 32, 64, 10];35.604355573654175;[0.12773333489894867, 0.1577666699886322, 0.19446666538715363, 0.22423332929611206];[2.3067052364349365, 2.2763917446136475, 2.244586229324341, 2.2065179347991943];2.1799159049987793;0.23430000245571136;0.9728999733924866
96;0.1;0.3;3;[16, 16, 32, 10];34.72980499267578;[0.8733333349227905, 0.9317833185195923, 0.9398333430290222, 0.9469166398048401];[0.4043012261390686, 0.2293625921010971, 0.19803839921951294, 0.17795652151107788];0.18873231112957;0.9442999958992004;0.9728999733924866
97;1.0;0.1;3;[64, 16, 16, 10];48.20317625999451;[0.1076333299279213, 0.10373333096504211, 0.1033666655421257, 0.10351666808128357];[2.319309949874878, 2.3093273639678955, 2.3093321323394775, 2.3095977306365967];2.3121280670166016;0.10100000351667404;0.9728999733924866
98;0.1;0.0;3;[16, 32, 16, 10];33.733699798583984;[0.8667666912078857, 0.9344333410263062, 0.9474999904632568, 0.9522500038146973];[0.425420880317688, 0.21556346118450165, 0.17836493253707886, 0.16070634126663208];0.19151917099952698;0.9430000185966492;0.9728999733924866
99;0.01;0.4;3;[16, 32, 64, 10];36.360286712646484;[0.8054999709129333, 0.9204666614532471, 0.933983325958252, 0.9430500268936157];[0.6407251358032227, 0.27341821789741516, 0.224363774061203, 0.19562295079231262];0.18409806489944458;0.9473000168800354;0.9728999733924866
