;Learning_rate;Momentum;Number_of_hidden_layers;Number_of_nodes_per_layer;Time;training_accuracies;training_losses;test_loss;test_acc;max_acc
35;0.0001;0.0;3;[64, 32, 32, 10];19.6554753780365;[0.11666666716337204, 0.1595333367586136, 0.20481666922569275, 0.24933333694934845];[2.2807435989379883, 2.243358612060547, 2.2048087120056152, 2.1621580123901367];2.1339821815490723;0.27230000495910645;0.9645000100135803
36;0.001;0.4;3;[16, 64, 16, 10];15.314850568771362;[0.23035000264644623, 0.4931333363056183, 0.7571333050727844, 0.8207333087921143];[2.1825337409973145, 1.5838412046432495, 0.9133555293083191, 0.6215348839759827];0.5359761118888855;0.8465999960899353;0.9645000100135803
37;0.0001;0.0;3;[32, 32, 32, 10];17.972471475601196;[0.10294999927282333, 0.11708333343267441, 0.1377333402633667, 0.16733333468437195];[2.2997331619262695, 2.2595996856689453, 2.226365327835083, 2.192408800125122];2.170375347137451;0.1932000070810318;0.9645000100135803
38;1.0;0.1;3;[64, 16, 64, 10];21.062748193740845;[0.10571666806936264, 0.10543332993984222, 0.10428333282470703, 0.10208333283662796];[2.311973810195923, 2.308774709701538, 2.309400796890259, 2.309480905532837];2.309705972671509;0.09740000218153;0.9645000100135803
39;0.001;0.2;3;[64, 16, 64, 10];20.967172861099243;[0.3090166747570038, 0.6538833379745483, 0.8113666772842407, 0.8547166585922241];[2.170109510421753, 1.4070417881011963, 0.7301983833312988, 0.532247006893158];0.46221449971199036;0.8723000288009644;0.9645000100135803
40;0.0001;0.6;3;[32, 16, 32, 10];18.7476806640625;[0.09771666675806046, 0.1148499995470047, 0.15908333659172058, 0.2476833313703537];[2.2911112308502197, 2.253188133239746, 2.2066380977630615, 2.139491319656372];2.091501474380493;0.2856999933719635;0.9645000100135803
41;0.0001;0.3;3;[32, 64, 64, 10];19.10945725440979;[0.13236667215824127, 0.20264999568462372, 0.2930833399295807, 0.37318333983421326];[2.2726848125457764, 2.2309601306915283, 2.181135654449463, 2.121814012527466];2.0878520011901855;0.40709999203681946;0.9645000100135803
42;1.0;0.3;3;[16, 16, 16, 10];15.62387990951538;[0.10658333450555801, 0.1039833351969719, 0.10386666655540466, 0.10286666452884674];[2.309864044189453, 2.311373233795166, 2.311650037765503, 2.311885118484497];2.3180811405181885;0.10320000350475311;0.9645000100135803
43;0.1;0.4;3;[16, 16, 16, 10];15.734936475753784;[0.8750500082969666, 0.9330333471298218, 0.9418500065803528, 0.947783350944519];[0.40123721957206726, 0.22722464799880981, 0.1963607370853424, 0.17770034074783325];0.17576882243156433;0.9503999948501587;0.9645000100135803
44;0.01;0.4;3;[16, 64, 64, 10];16.29047918319702;[0.7916666865348816, 0.9136999845504761, 0.9283999800682068, 0.939383327960968];[0.6965224146842957, 0.2979898452758789, 0.2420245110988617, 0.20948921144008636];0.20841647684574127;0.9341999888420105;0.9645000100135803
45;0.001;0.7;3;[16, 64, 16, 10];15.845694065093994;[0.4615499973297119, 0.7891666889190674, 0.8609833121299744, 0.8855166435241699];[1.74964439868927, 0.7133385539054871, 0.47528427839279175, 0.3902752101421356];0.3558914065361023;0.8974999785423279;0.9645000100135803
46;0.001;0.9;3;[16, 64, 32, 10];15.867621660232544;[0.7242500185966492, 0.8950833082199097, 0.9117000102996826, 0.9225666522979736];[0.8928598165512085, 0.3631224036216736, 0.302545428276062, 0.2656002342700958];0.25243812799453735;0.9275000095367432;0.9645000100135803
47;0.001;0.9;3;[16, 64, 16, 10];15.736987829208374;[0.6612499952316284, 0.8893166780471802, 0.9141833186149597, 0.925599992275238];[1.0586673021316528, 0.384805291891098, 0.3047400116920471, 0.2619406580924988];0.25272083282470703;0.9265999794006348;0.9645000100135803
48;0.001;0.9;3;[64, 32, 32, 10];21.851786375045776;[0.7781999707221985, 0.9117500185966492, 0.9294833540916443, 0.9408833384513855];[0.7768129706382751, 0.3082599341869354, 0.2439780980348587, 0.20447938144207];0.18009281158447266;0.9465000033378601;0.9645000100135803
49;0.01;0.6;3;[32, 16, 32, 10];19.44633412361145;[0.8180000185966492, 0.9290500283241272, 0.9439666867256165, 0.9530500173568726];[0.5934749245643616, 0.2455635368824005, 0.19074647128582, 0.16030342876911163];0.15870638191699982;0.9519000053405762;0.9645000100135803
50;1.0;0.8;3;[16, 64, 16, 10];16.25646471977234;[0.10154999792575836, 0.10411666333675385, 0.1004333347082138, 0.10213333368301392];[2.338671922683716, 2.335963726043701, 2.3372867107391357, 2.3369758129119873];2.343065023422241;0.11349999904632568;0.9645000100135803
51;0.1;0.8;3;[16, 64, 32, 10];16.33695340156555;[0.87868332862854, 0.9220333099365234, 0.9302666783332825, 0.9355499744415283];[0.41308489441871643, 0.2796795070171356, 0.2562941312789917, 0.23890964686870575];0.2749160826206207;0.9291999936103821;0.9645000100135803
52;0.001;0.5;3;[64, 32, 32, 10];21.36971879005432;[0.48464998602867126, 0.7864999771118164, 0.8531666398048401, 0.8801666498184204];[1.7399100065231323, 0.7436208128929138, 0.5095289349555969, 0.4167468547821045];0.36864563822746277;0.8899000287055969;0.9645000100135803
53;0.01;0.1;3;[32, 16, 32, 10];19.031416416168213;[0.6342833042144775, 0.8919333219528198, 0.9190000295639038, 0.9336666464805603];[1.1024396419525146, 0.36693620681762695, 0.2751286029815674, 0.22677730023860931];0.21269167959690094;0.9379000067710876;0.9645000100135803
54;0.1;0.7;3;[32, 16, 16, 10];18.913310527801514;[0.8874499797821045, 0.9404833316802979, 0.9504666924476624, 0.9574499726295471];[0.3761172890663147, 0.20965205132961273, 0.17464475333690643, 0.15344387292861938];0.15358468890190125;0.9570000171661377;0.9645000100135803
55;0.001;0.3;3;[32, 32, 16, 10];18.899360179901123;[0.3189166784286499, 0.6154333353042603, 0.7671999931335449, 0.8207499980926514];[2.051877737045288, 1.2849628925323486, 0.7938075065612793, 0.6118842959403992];0.5446489453315735;0.8463000059127808;0.9645000100135803
56;1.0;0.4;3;[64, 64, 16, 10];21.08100914955139;[0.10388333350419998, 0.10478333383798599, 0.10418333113193512, 0.10326666384935379];[2.3226256370544434, 2.313406229019165, 2.3123795986175537, 2.3129708766937256];2.317589282989502;0.10090000182390213;0.9645000100135803
57;0.001;0.9;3;[16, 64, 32, 10];15.802050113677979;[0.6768166422843933, 0.8983666896820068, 0.9174833297729492, 0.928683340549469];[1.048845887184143, 0.34905189275741577, 0.28192174434661865, 0.24556241929531097];0.22699716687202454;0.9301000237464905;0.9645000100135803
58;1.0;0.0;3;[16, 16, 16, 10];16.17265486717224;[0.12786667048931122, 0.10338333249092102, 0.10445000231266022, 0.10485000163316727];[2.2292239665985107, 2.3085267543792725, 2.3083112239837646, 2.3085169792175293];2.306858539581299;0.10090000182390213;0.9645000100135803
59;0.0001;0.6;3;[16, 64, 32, 10];16.254351377487183;[0.09521666914224625, 0.15381667017936707, 0.23783333599567413, 0.33294999599456787];[2.2916462421417236, 2.256319522857666, 2.211773157119751, 2.1494791507720947];2.106553077697754;0.37950000166893005;0.9645000100135803
60;1.0;0.7;3;[16, 16, 32, 10];16.042367458343506;[0.101133331656456, 0.10178333520889282, 0.10188333690166473, 0.10303333401679993];[2.3331241607666016, 2.3247230052948, 2.3252835273742676, 2.3253211975097656];2.315728187561035;0.0982000008225441;0.9645000100135803
61;0.01;0.8;3;[32, 16, 32, 10];19.209598302841187;[0.8564333319664001, 0.9419166445732117, 0.9544500112533569, 0.9603666663169861];[0.4572335481643677, 0.19729433953762054, 0.15382757782936096, 0.12911799550056458];0.13609161972999573;0.9592000246047974;0.9645000100135803
62;0.0001;0.3;3;[64, 32, 64, 10];21.66532850265503;[0.09086667001247406, 0.1446000039577484, 0.2062833309173584, 0.27535000443458557];[2.299823522567749, 2.248020887374878, 2.203897714614868, 2.1563029289245605];2.1263177394866943;0.3158000111579895;0.9645000100135803
63;1.0;0.7;3;[64, 16, 32, 10];21.419049978256226;[0.1018500030040741, 0.10133333504199982, 0.10178333520889282, 0.10145000368356705];[2.3257241249084473, 2.3260161876678467, 2.326136350631714, 2.3259642124176025];2.328805685043335;0.0982000008225441;0.9645000100135803
64;0.01;0.7;3;[16, 16, 64, 10];16.077024698257446;[0.8030833601951599, 0.92044997215271, 0.9356833100318909, 0.9434000253677368];[0.618679940700531, 0.2687456011772156, 0.2163044810295105, 0.18951518833637238];0.1874990463256836;0.9420999884605408;0.9645000100135803
65;0.1;0.4;3;[32, 64, 64, 10];19.521678924560547;[0.9046000242233276, 0.9538666605949402, 0.9635999798774719, 0.9688000082969666];[0.30898505449295044, 0.15435241162776947, 0.12056144326925278, 0.10238668322563171];0.1165713369846344;0.9649999737739563;0.9649999737739563
66;0.0001;0.1;3;[32, 32, 64, 10];18.929710626602173;[0.12816666066646576, 0.1559000015258789, 0.18876667320728302, 0.21940000355243683];[2.3002023696899414, 2.2801265716552734, 2.262456178665161, 2.244729995727539];2.234684944152832;0.2395000010728836;0.9649999737739563
67;0.01;0.7;3;[32, 16, 16, 10];18.55895471572876;[0.8298500180244446, 0.933899998664856, 0.9490166902542114, 0.9564499855041504];[0.5541521906852722, 0.22658784687519073, 0.17151157557964325, 0.14477688074111938];0.1693187654018402;0.9503999948501587;0.9649999737739563
68;0.01;0.2;3;[32, 64, 16, 10];19.646795988082886;[0.7737666964530945, 0.9149500131607056, 0.9321500062942505, 0.9414166808128357];[0.7306360602378845, 0.28817105293273926, 0.23178960382938385, 0.19680805504322052];0.19417065382003784;0.9409000277519226;0.9649999737739563
69;0.0001;0.6;3;[32, 16, 16, 10];19.287692546844482;[0.14595000445842743, 0.2773166596889496, 0.3597833216190338, 0.40814998745918274];[2.2769627571105957, 2.2042551040649414, 2.081583023071289, 1.9131507873535156];1.8228967189788818;0.4237000048160553;0.9649999737739563
70;0.001;0.7;3;[32, 64, 64, 10];19.82144284248352;[0.5752166509628296, 0.859749972820282, 0.8923666477203369, 0.9045166373252869];[1.4648081064224243, 0.49913129210472107, 0.37505996227264404, 0.32697486877441406];0.2960290312767029;0.9151999950408936;0.9649999737739563
71;0.1;0.3;3;[32, 64, 64, 10];19.62668251991272;[0.9059833288192749, 0.9530666470527649, 0.9626166820526123, 0.9678666591644287];[0.30792519450187683, 0.15348182618618011, 0.12220687419176102, 0.10453595221042633];0.11330681294202805;0.9639000296592712;0.9649999737739563
72;0.001;0.8;3;[32, 16, 16, 10];18.83041524887085;[0.5995000004768372, 0.8636000156402588, 0.893666684627533, 0.906083345413208];[1.2960574626922607, 0.4753377139568329, 0.3664485812187195, 0.3217455744743347];0.2956870496273041;0.9121999740600586;0.9649999737739563
73;0.01;0.9;3;[32, 32, 64, 10];18.968913793563843;[0.8899166584014893, 0.9523833394050598, 0.9609666466712952, 0.9662666916847229];[0.3595903217792511, 0.16067342460155487, 0.12680985033512115, 0.10865378379821777];0.12669852375984192;0.9624999761581421;0.9649999737739563
74;0.001;0.4;3;[64, 16, 64, 10];21.1146297454834;[0.28103333711624146, 0.6706333160400391, 0.8234999775886536, 0.8629833459854126];[2.120875358581543, 1.1629410982131958, 0.6099180579185486, 0.47393739223480225];0.41638535261154175;0.8794999718666077;0.9649999737739563
75;0.01;0.4;3;[16, 64, 64, 10];16.235443115234375;[0.7729833126068115, 0.910016655921936, 0.9256333112716675, 0.9353333115577698];[0.7323562502861023, 0.30542951822280884, 0.25124189257621765, 0.2172417938709259];0.19956046342849731;0.9391999840736389;0.9649999737739563
76;1.0;0.0;3;[16, 32, 64, 10];15.857214212417603;[0.10948333144187927, 0.10386666655540466, 0.10126666724681854, 0.1054166629910469];[2.3038501739501953, 2.3087055683135986, 2.3090457916259766, 2.308610200881958];2.303297996520996;0.11349999904632568;0.9649999737739563
77;1.0;0.1;3;[32, 16, 32, 10];18.44909119606018;[0.10616666823625565, 0.10575000196695328, 0.10451667010784149, 0.10381666570901871];[2.3089115619659424, 2.3095946311950684, 2.3096249103546143, 2.3096046447753906];2.305537223815918;0.11349999904632568;0.9649999737739563
78;1.0;0.3;3;[64, 64, 16, 10];22.474113702774048;[0.105683334171772, 0.10261666774749756, 0.10388333350419998, 0.10100000351667404];[2.3107411861419678, 2.3117387294769287, 2.3119635581970215, 2.311689853668213];2.306206464767456;0.10320000350475311;0.9649999737739563
79;1.0;0.3;3;[16, 64, 64, 10];16.608379364013672;[0.10324999690055847, 0.10164999961853027, 0.1039833351969719, 0.10421666502952576];[2.3088607788085938, 2.3113315105438232, 2.312009811401367, 2.3115885257720947];2.309105157852173;0.11349999904632568;0.9649999737739563
80;0.1;0.0;3;[32, 16, 64, 10];19.3674099445343;[0.8880166411399841, 0.9488000273704529, 0.9585833549499512, 0.9639000296592712];[0.35866037011146545, 0.1684732586145401, 0.13640479743480682, 0.11651737242937088];0.126985564827919;0.9613000154495239;0.9649999737739563
81;1.0;0.0;3;[32, 16, 32, 10];19.168439626693726;[0.10638333112001419, 0.10321666300296783, 0.1044333353638649, 0.1037166640162468];[2.3148856163024902, 2.3085739612579346, 2.308445930480957, 2.308610200881958];2.3053107261657715;0.11349999904632568;0.9649999737739563
82;0.001;0.6;3;[64, 16, 16, 10];21.430805683135986;[0.37771666049957275, 0.7784833312034607, 0.8504499793052673, 0.880050003528595];[1.7992340326309204, 0.7920209765434265, 0.5097998380661011, 0.4123636484146118];0.3674021363258362;0.8913000226020813;0.9649999737739563
83;0.0001;0.5;3;[64, 16, 16, 10];22.25610852241516;[0.11905000358819962, 0.21401666104793549, 0.2737500071525574, 0.3119499981403351];[2.3172709941864014, 2.2441489696502686, 2.1799917221069336, 2.1065423488616943];2.063744068145752;0.33649998903274536;0.9649999737739563
84;0.001;0.0;3;[32, 64, 32, 10];19.21831965446472;[0.28493332862854004, 0.6152833104133606, 0.7945500016212463, 0.8374833464622498];[2.1368260383605957, 1.492625117301941, 0.8531084656715393, 0.6060655117034912];0.5256239175796509;0.8562999963760376;0.9649999737739563
85;0.1;0.0;3;[64, 32, 16, 10];21.13435125350952;[0.8879500031471252, 0.9582833051681519, 0.9682833552360535, 0.9737666845321655];[0.36223310232162476, 0.13858431577682495, 0.10473082214593887, 0.08439230918884277];0.11011010408401489;0.9678999781608582;0.9678999781608582
86;0.001;0.3;3;[32, 16, 64, 10];18.88988447189331;[0.2079000025987625, 0.5496333241462708, 0.7889500260353088, 0.8464333415031433];[2.180835247039795, 1.5134533643722534, 0.7846692800521851, 0.5453535318374634];0.4627354145050049;0.8683000206947327;0.9678999781608582
87;0.0001;0.5;3;[64, 16, 16, 10];20.887736320495605;[0.09175000339746475, 0.18888333439826965, 0.2954833209514618, 0.357699990272522];[2.2959296703338623, 2.217233896255493, 2.1227450370788574, 2.010826826095581];1.9393714666366577;0.3862999975681305;0.9678999781608582
88;0.01;0.1;3;[16, 16, 16, 10];16.360692977905273;[0.7245166897773743, 0.8934000134468079, 0.9181166887283325, 0.9295499920845032];[0.8705710768699646, 0.3700619041919708, 0.2878788411617279, 0.24556632339954376];0.22362685203552246;0.9354000091552734;0.9678999781608582
89;0.01;0.4;3;[64, 16, 16, 10];21.72188687324524;[0.7826666831970215, 0.9223666787147522, 0.9404666423797607, 0.9508333206176758];[0.7173115611076355, 0.2630773186683655, 0.20125029981136322, 0.1647471785545349];0.16132283210754395;0.9496999979019165;0.9678999781608582
90;0.001;0.1;3;[32, 32, 16, 10];19.30069065093994;[0.240733340382576, 0.430566668510437, 0.6578500270843506, 0.7527166604995728];[2.217254638671875, 1.9039397239685059, 1.2951631546020508, 0.855331301689148];0.720906674861908;0.7871999740600586;0.9678999781608582
91;0.1;0.1;3;[32, 64, 32, 10];19.59817337989807;[0.8987666964530945, 0.9519000053405762, 0.9629666805267334, 0.9681500196456909];[0.32739901542663574, 0.1565939486026764, 0.12242263555526733, 0.10329402983188629];0.12561289966106415;0.9603000283241272;0.9678999781608582
92;0.001;0.0;3;[64, 32, 64, 10];21.23694682121277;[0.25956666469573975, 0.6412500143051147, 0.8051666617393494, 0.8508999943733215];[2.128680944442749, 1.4459283351898193, 0.7807736396789551, 0.5487708449363708];0.4740389585494995;0.8672000169754028;0.9678999781608582
93;1.0;0.2;3;[16, 64, 64, 10];16.66135287284851;[0.10373333096504211, 0.10114999860525131, 0.10426666587591171, 0.10271666944026947];[2.3114664554595947, 2.311063051223755, 2.3104472160339355, 2.3103373050689697];2.3081705570220947;0.10279999673366547;0.9678999781608582
94;0.1;0.0;3;[32, 16, 64, 10];18.84873104095459;[0.8845000267028809, 0.9488000273704529, 0.960016667842865, 0.9643833041191101];[0.3689725995063782, 0.1696353405714035, 0.13303837180137634, 0.11622479557991028];0.12762007117271423;0.9592999815940857;0.9678999781608582
95;0.0001;0.2;3;[32, 64, 16, 10];19.207650423049927;[0.1129833310842514, 0.1675499975681305, 0.2219499945640564, 0.2750833332538605];[2.2864882946014404, 2.239628553390503, 2.1878747940063477, 2.12835955619812];2.088315486907959;0.30219998955726624;0.9678999781608582
96;0.1;0.0;3;[64, 16, 16, 10];20.8985698223114;[0.8919666409492493, 0.9569000005722046, 0.9666500091552734, 0.9721500277519226];[0.34324774146080017, 0.14256684482097626, 0.11031000316143036, 0.09075026959180832];0.12125136703252792;0.965499997138977;0.9678999781608582
97;0.01;0.2;3;[16, 32, 32, 10];16.06245493888855;[0.7476500272750854, 0.9093666672706604, 0.9226166605949402, 0.9311166405677795];[0.7990818619728088, 0.3168272376060486, 0.2666507363319397, 0.2343486100435257];0.2227219045162201;0.933899998664856;0.9678999781608582
98;0.1;0.9;3;[32, 16, 16, 10];19.295512199401855;[0.8551833629608154, 0.9135833382606506, 0.9204333424568176, 0.9281333088874817];[0.5320508480072021, 0.3554718494415283, 0.33561864495277405, 0.30836158990859985];0.27121612429618835;0.9333000183105469;0.9678999781608582
99;0.0001;0.4;3;[16, 64, 64, 10];16.95099377632141;[0.05108333379030228, 0.08668333292007446, 0.14020000398159027, 0.1921333372592926];[2.3007266521453857, 2.2837424278259277, 2.2649331092834473, 2.2401533126831055];2.223984479904175;0.21729999780654907;0.9678999781608582
