;Learning_rate;Momentum;Number_of_hidden_layers;Number_of_nodes_per_layer;Time;training_accuracies;training_losses;test_loss;test_acc;max_acc
66;0.01;0.6;3;[16, 64, 64, 10];17.062561988830566;[0.8062000274658203, 0.9201833605766296, 0.9343000054359436, 0.9423666596412659];[0.6255860924720764, 0.26478540897369385, 0.2202991247177124, 0.19076111912727356];0.17537619173526764;0.9476000070571899;0.9707000255584717
67;0.0001;0.6;3;[16, 64, 64, 10];17.02145290374756;[0.12516666948795319, 0.2006833404302597, 0.28973332047462463, 0.367000013589859];[2.292304277420044, 2.2603871822357178, 2.2158710956573486, 2.1494767665863037];2.1011850833892822;0.3970000147819519;0.9707000255584717
68;1.0;0.9;3;[16, 16, 16, 10];16.33279800415039;[0.10135000199079514, 0.09960000216960907, 0.10040000081062317, 0.10193333029747009];[2.376589775085449, 2.3745718002319336, 2.3731493949890137, 2.376103401184082];2.3897061347961426;0.09740000218153;0.9707000255584717
69;0.001;0.3;3;[32, 16, 64, 10];20.698647022247314;[0.3496333360671997, 0.6823499798774719, 0.8188166618347168, 0.86121666431427];[2.0339913368225098, 1.1419249773025513, 0.6566592454910278, 0.49661916494369507];0.4339492619037628;0.8769000172615051;0.9707000255584717
70;0.001;0.4;3;[64, 32, 64, 10];23.883544206619263;[0.47548332810401917, 0.8060166835784912, 0.8611000180244446, 0.885200023651123];[1.8134342432022095, 0.7547386884689331, 0.4898894429206848, 0.4041101336479187];0.3632369041442871;0.8932999968528748;0.9707000255584717
71;0.001;0.5;3;[16, 64, 32, 10];17.10592246055603;[0.390583336353302, 0.7870500087738037, 0.8531333208084106, 0.8752333521842957];[1.9408060312271118, 0.8087100982666016, 0.5121042132377625, 0.42758554220199585];0.38817399740219116;0.8859000205993652;0.9707000255584717
72;1.0;0.2;3;[64, 32, 32, 10];23.1662814617157;[0.2513999938964844, 0.18610000610351562, 0.1709499955177307, 0.17901666462421417];[1.9320639371871948, 2.01798677444458, 2.064821243286133, 2.0716934204101562];2.0634734630584717;0.186599999666214;0.9707000255584717
73;0.001;0.9;3;[16, 64, 16, 10];17.5026273727417;[0.6875166893005371, 0.8956999778747559, 0.9153000116348267, 0.9269000291824341];[1.0043199062347412, 0.3631490468978882, 0.29613590240478516, 0.254661500453949];0.24457594752311707;0.9322999715805054;0.9707000255584717
74;0.1;0.7;3;[64, 64, 16, 10];23.252713441848755;[0.9130666851997375, 0.9589333534240723, 0.9672333598136902, 0.9717000126838684];[0.28722772002220154, 0.14034569263458252, 0.11150576919317245, 0.09306558221578598];0.11739616841077805;0.9664999842643738;0.9707000255584717
75;1.0;0.3;3;[16, 16, 64, 10];16.840601205825806;[0.11379999667406082, 0.10366666316986084, 0.10315000265836716, 0.10658333450555801];[2.308992624282837, 2.312051773071289, 2.311802625656128, 2.3108909130096436];2.3072447776794434;0.10090000182390213;0.9707000255584717
76;0.001;0.7;3;[16, 16, 16, 10];16.501891136169434;[0.5098666548728943, 0.8143500089645386, 0.8580999970436096, 0.8777833580970764];[1.6369794607162476, 0.6461514830589294, 0.4812227189540863, 0.41575416922569275];0.38482537865638733;0.8833000063896179;0.9707000255584717
77;0.01;0.1;3;[64, 64, 32, 10];22.74768614768982;[0.803516685962677, 0.921500027179718, 0.9384166598320007, 0.9480666518211365];[0.6863104701042175, 0.27547556161880493, 0.21422888338565826, 0.17899076640605927];0.16230560839176178;0.9521999955177307;0.9707000255584717
78;0.0001;0.6;3;[16, 32, 32, 10];16.646681785583496;[0.11905000358819962, 0.1477833390235901, 0.19538334012031555, 0.24078333377838135];[2.291203498840332, 2.261951208114624, 2.2249932289123535, 2.1802306175231934];2.1496829986572266;0.2563999891281128;0.9707000255584717
79;1.0;0.9;3;[32, 32, 32, 10];21.221983909606934;[0.10194999724626541, 0.10234999656677246, 0.10196666419506073, 0.10095000267028809];[2.7837889194488525, 2.368300199508667, 2.377743721008301, 2.3740854263305664];2.3690874576568604;0.11349999904632568;0.9707000255584717
80;0.01;0.1;3;[64, 64, 16, 10];23.91511869430542;[0.7232000231742859, 0.9075666666030884, 0.9298333525657654, 0.9418833255767822];[0.8597903847694397, 0.31648197770118713, 0.23998720943927765, 0.1962866336107254];0.1871739625930786;0.9448999762535095;0.9707000255584717
81;1.0;0.3;3;[64, 16, 64, 10];23.857563257217407;[0.1046999990940094, 0.10374999791383743, 0.10351666808128357, 0.10383333265781403];[2.3160550594329834, 2.3113462924957275, 2.31149959564209, 2.3110358715057373];2.3194878101348877;0.10100000351667404;0.9707000255584717
82;0.0001;0.4;3;[16, 64, 16, 10];17.263351678848267;[0.08541666716337204, 0.11068333685398102, 0.15514999628067017, 0.20364999771118164];[2.3078999519348145, 2.290832996368408, 2.2749133110046387, 2.255612850189209];2.2431793212890625;0.21709999442100525;0.9707000255584717
83;0.01;0.7;3;[64, 16, 16, 10];23.562902688980103;[0.8566333055496216, 0.9436333179473877, 0.9586833119392395, 0.9667666554450989];[0.48037171363830566, 0.19166679680347443, 0.14170292019844055, 0.11432258784770966];0.11817663908004761;0.964900016784668;0.9707000255584717
84;0.0001;0.9;3;[64, 64, 64, 10];24.31976866722107;[0.3236333429813385, 0.6837000250816345, 0.800083339214325, 0.8428166508674622];[2.093822479248047, 1.338398814201355, 0.7797074913978577, 0.5690008401870728];0.4994179606437683;0.8607000112533569;0.9707000255584717
85;0.01;0.7;3;[16, 16, 32, 10];17.067347049713135;[0.7988499999046326, 0.9223666787147522, 0.9367499947547913, 0.9449833035469055];[0.6325241327285767, 0.26796141266822815, 0.21450914442539215, 0.1853851079940796];0.17684663832187653;0.9441999793052673;0.9707000255584717
86;1.0;0.4;3;[16, 16, 32, 10];16.755911827087402;[0.10528333485126495, 0.10254999995231628, 0.10405000299215317, 0.10361666977405548];[2.314059019088745, 2.3133153915405273, 2.3132054805755615, 2.3131306171417236];2.3154475688934326;0.11349999904632568;0.9707000255584717
87;1.0;0.1;3;[32, 64, 64, 10];20.614566326141357;[0.10620000213384628, 0.10459999740123749, 0.10369999706745148, 0.10328333079814911];[2.3111512660980225, 2.3101420402526855, 2.30975604057312, 2.309185266494751];2.3155102729797363;0.11349999904632568;0.9707000255584717
88;0.001;0.5;3;[16, 32, 32, 10];16.579381942749023;[0.3184666633605957, 0.7360166907310486, 0.843999981880188, 0.8734333515167236];[2.015524387359619, 0.9632826447486877, 0.5437836647033691, 0.4421077370643616];0.39485713839530945;0.8863000273704529;0.9707000255584717
89;0.01;0.4;3;[64, 32, 16, 10];24.369442224502563;[0.7940666675567627, 0.9240333437919617, 0.9449666738510132, 0.9562166929244995];[0.6765823364257812, 0.26463019847869873, 0.19441881775856018, 0.15466202795505524];0.1544274389743805;0.9550999999046326;0.9707000255584717
90;1.0;0.7;3;[64, 16, 64, 10];23.908374547958374;[0.10316666960716248, 0.10249999910593033, 0.10236666351556778, 0.1042499989271164];[2.326056480407715, 2.3258109092712402, 2.3256359100341797, 2.3238275051116943];2.316981792449951;0.10320000350475311;0.9707000255584717
91;0.01;0.0;3;[64, 16, 16, 10];23.149232625961304;[0.7153333425521851, 0.9036999940872192, 0.927216649055481, 0.940933346748352];[0.9138726592063904, 0.32811757922172546, 0.2496935874223709, 0.20345564186573029];0.17986048758029938;0.9467999935150146;0.9707000255584717
